sentiment,text
negative,"Other than the fact that the side marker light tabs were broken off. And I didn’t realize that they were until I was installing them, the lights look good. I didn’t expect much for $70. Ended up redneck rigging and used lots of zip ties and the help of my trophy truck fenders to keep them in place until I can buy new lights."
positive,"Bought a set of these for my 26' boat that's parked in my driveway. I was using blocks of wood but decided to try these as they are compact and easy to handle. They do have a very strong rubber smell when first opened but because they're used outdoors, don't pose an issue. When backing my trailer into the driveway the braking unit deactivates but the brake piston stays in. I chock both sides of the trailer and pull forward with my tow vehicle to pull the brake piston back out. These hold the trailer in position without slipping. I would recommend."
positive,"These are better than nothing! Work well, grip around tire good. The weather takes a beating on them after a year+, wish these would last longer, end up getting brittle. but like I said... bettere than nothing"
positive,Perfect fit!
positive,"Needed one of these batteries to replace the one for my house alarm.  Radio Shack's price was a lot more expensive.  Be sure you know what size your terminals are, because they might be a different size.  If so you just have to cut off the old ones and install new ones that match the terminal size of the battery."
positive,I really love the AVS wind reflectors.<br />Installed on my 2021 4 runner.<br /> Easy to install ( within minutes with excellent adhesion.  No hassle or frustration to install as “in channel” (and risk damaging vehicle with scratches or tearing weatherstrip).<br />The “low profile” is a stealthy aesthetic look as opposed to bubbley flared -out reflectors of the past.<br /> Highly recommend!
positive,Loved it! Looks awesome
positive,Easy to install. Even figured out how to get old fans to fit inside bulkhead. Saved some bucks and it does the job.
positive,These lifts seem to be more powerful than the OEMs but the fit is good.  The hatch seems to fly up way faster than it originally did but they are made well and work great.
positive,east instructions
positive,"I just put 500 miles on these pads and so far they've been great. Quiet and best of all far superior in stopping power compared to the stock pads on my 2017 Mitsubishi Outlander. Why Mitsu fitted the car with such inferior pads, I have no idea. These remedy the harder to stop feel the stock pads give off, the same feeling like the lines needs to be bled or you need braided lines.<br /><br />So far so good, time will tell on longevity.<br /><br />Aug 29th edit: there is a ton of brake dust with these pads, making my rims dark. Removed 1 star for this, otherwise so far so good"
positive,"Product as described, easy install"
negative,Didnt fit
positive,"Use mine for BMX racing.  Came early, well made,  sexy colors and design!!!  I may not be the fastest out there, but I look the best!!"
positive,Nice subtle bling
positive,"The right parts for installation, could not tell that the stereo had not been professionally installed.  Will definitely buy Metra kits again."
negative,Wish it could be screwed at the bottom too to tighten it more.  I hear it when I slam the hatch and if I hit a bump.  Sill proud to have it on the car!!
